"","Category","dbID","siteID","SiteName","SubTitle","Lat","Lon","Desc","Sview","Sviewlat","Sviewlong","Heading","Zoom","Pitch","top","mapzoom","sponsor","Categ","ImageN","Image1","Image2","Image3","Image4"
"269","Historic","240","N49","Agawa Rock","Pictographs and Paintings","47.3705",-84.69983333,"The Agawa Rock Native paintings (pictographs) in Lake Superior Provincial Park are located in one of the most striking settings found anywhere in Ontario. The pictographs alone are well worth the short trip along the access road off Highway 17, 4.3 kilometres north of the Agawa River. Their existence had been known since at least the 1850s, but the exact location was only discovered in 1958. The paintings may be 300 years old and some depict horses, which only appeared in the 1600s following contact with Europeans.","n",NA,NA,NA,NA,NA,"n",14,"",3,NA,"sitePictures/n49a.png","sitePictures/n49b.png","sitePictures/n49c.png","sitePictures/n49d.png"
"270","Nature","241","N50","Agawa Canyon","Ontario's Grand Canyon","47.4555",-84.4895,"The remarkable chasm called Agawa Canyon is 150 metres deep and 1.6 kilometres wide. It is the largest in Ontario, but it's not accessible by road. You can only get there on the 183-kilometre-long Algoma Central Railway line, built in 1911 to connect Sault Ste. Marie and Hearst. Easy trails in the canyon will lead you to four waterfalls and another trail will give you a scenic lookout over Ontario's Grand Canyon.","n",NA,NA,NA,NA,NA,"y",13,"",4,NA,"sitePictures/n50a.png","sitePictures/n50b.png","sitePictures/n50c.png","sitePictures/n50d.png"
"271","Earth History","242","N51","Lake de Zajac Dike","","47.937588",-84.515373,"One of the best examples of an igneous<a href=""/def/_dike ""> Dike </a>anywhere in Ontario occurs 31 kilometres northeast of Wawa on the newly widened Highway 101 on the north side of Lake de Zajac, about 1 kilometres east of the Michipicoten River. It's called the Lade de Zajac<a href=""/def/_dike ""> Dike </a>(Site <a href=""/N51"">N51</a>). Black-colored <a href=""/def/diabase"">Diabase</a> cuts pink <a href=""/def/granite"">Granite</a> reddened by having been heated and baked by the dike. Look closely and you'll see that the <a href=""/def/diabase"">Diabase</a> is glassy along the outer margins of the<a href=""/def/_dike ""> Dike </a>where it cooled very quickly","y",NA,NA,156.41,0,-14.55,"n",16,"",1,NA,"sitePictures/n51a.png","sitePictures/n51b.png","sitePictures/n51c.png","sitePictures/n51d.png"
"272","Rocks and Minerals","243","N52","Banded Iron Formation","","47.89616667",-84.846,"On the east side of Highway 17, about 11 kilometres south of the turnoff to Wawa, you will find a great example of a banded iron<a href=""/def/_formation ""> Formation </a>or <a href=""/def/bif"">BIF</a>. These striped rocks tell a fascinating tale of an ancient ocean. The white layers in the rock are <a href=""/def/chert"">Chert</a> (a form of quartz) and the black layers are iron (magnetite which is magnetic). Deposits such as these are known as '<a href=""/def/bifs"">BIFs</a>' (short for banded iron formations) and were formed in deep water oxygenated by bacteria close to volcanic vents which spewed clouds of dark coloured iron-rich hot water (they are called 'black smokers' on the modern ocean floors). <a href=""/def/bifs"">BIFs</a> have been mined extensively elsewhere in Ontario (most notably at the Sherman Mine in Temagami) and are known as Algoma-type iron deposits. They are key evidence of the activity of bacteria on planet Earth at least 2 billion years ago; the same organisms created an early oxygen rich atmosphere.","y",NA,NA,309.36,0,-3.23,"n",16,"",5,NA,"sitePictures/n52a.png","sitePictures/n52b.png","sitePictures/n52c.png","sitePictures/n52d.png"
"273","Rocks and Minerals","244","N53","Manitouwadge","","48.70383333",-85.8595,"The small community of Manitouwadge (which is an Ojibwa word meaning ""cave of the great spirit"") was born following the discovery of zinc, copper, lead, and silver<a href=""/def/_ore ""> Ore </a>in the mid 1950s. Here, the<a href=""/def/_ore ""> Ore </a>bodies occurred right at the margins of <a href=""/def/granite"">Granite</a> plutons which had intruded into <a href=""/def/archean"">Archean</a> <a href=""/def/sedimentary_rock"">Sedimentary rock</a>. The last mine to work this deposit (the Geco Mine) closed in 1995. The town prospered when the Golden Giant Mine started up near Hemlo in 1981, but this mine closed in 2006. Visit the roadside mining display at Manitouwadge.","y",NA,NA,344.15,1,-2.24,"n",16,"",5,NA,"sitePictures/n53a.png","sitePictures/n53b.png","sitePictures/n53c.png","sitePictures/n53d.png"
"274","Rocks and Minerals","245","N54","Hemlo Gold","","48.691647",-85.918249,"Gold Mining occurs at Hemlo notably at the David Bell Mine and the Page Williams Mine. The<a href=""/def/_ore ""> Ore </a>body lies in billions of years old deep marine rocks such as seen at Sites <a href=""/N17"">N17</a> and <a href=""/N18"">N18</a> and was actually found close to the Trans-Canada Highway. In 2010, Hemlo's estimated gold reserves was 1.3 million ounces.","y",NA,NA,350.99,2,-7.04,"n",16,"",5,NA,"sitePictures/n54a.png","sitePictures/n54b.png","sitePictures/n54c.png","sitePictures/n54d.png"
"275","Rocks and Minerals","246","N55","Wawa Drilling Rig","","47.99883333",-84.77083333,"A display of mining artifacts including the large Wawa drilling rig and samples of iron<a href=""/def/_ore ""> Ore </a>can be found in downtown Wawa on the shores of Wawa Lake.","y",NA,NA,21.32,0,-9.48,"n",15,"",5,NA,"sitePictures/n55a.png","sitePictures/n55b.png","sitePictures/n55c.png","sitePictures/n55d.png"
"276","Earth History","247","N56","Terraces","","47.983692",-84.780464,"The view westward from the famous Canada Goose monument in Wawa shows beautiful examples of raised beaches that form a prominent staircase. These mark the much older and much higher water levels of Lake Superior, which reached up to 120 metres above modern levels when the water basin was dammed by the last <a href=""/def/ice_sheet"">Ice sheet</a>.","n",NA,NA,NA,NA,NA,"n",13,"",1,NA,"sitePictures/n56a.png","sitePictures/n56b.png","sitePictures/n56c.png","sitePictures/n56d.png"
"277","Earth History","248","N57","Wawa Pillow Basalts","","48.021994",-84.69215,"Excellent examples of pillow <a href=""/def/basalts"">Basalts</a> can be seen in roadside <a href=""/def/outcrops"">Outcrops</a> along the eastern side of Wawa Lake on Highway 101, some 5 kilometres from its intersection with Highway 17. These pillow-shaped rocks formed with molten <a href=""/def/basalt"">Basalt</a> erupted under water and formed distinct rounded shapes. They make up the rounded hills that surround the lake.","y",NA,NA,35.77,0,-4.41,"n",14,"",1,NA,"sitePictures/n57a.png","sitePictures/n57b.png","sitePictures/n57c.png","sitePictures/n57d.png"
"278","Earth History","249","N58","Potholes Provincial Park","The Hole Story of Ancient Rivers","47.957",-84.26883333,"At Potholes Provincial Park, on Highway 101 some 40 kilometres east of Highway 17, you'll feel at first-hand the power fast-flowing melt water rivers during the last <a href=""/def/ice_age"">Ice age</a>. Many of the glacial formations visible today are due to subglacial meltwater channels, similar to ""subway"" tunnels underneath the glacier. Potholes are created in the <a href=""/def/bedrock"">Bedrock</a> when eddies occur in the meltwater rivers allowing the stones and boulders in suspension to wear away at shallow depressions turning them into deep potholes.","n",NA,NA,NA,NA,NA,"n",13,"",1,NA,"sitePictures/n58a.png","sitePictures/n58b.png","sitePictures/n58c.png","sitePictures/n58d.png"
"279","Rocks and Minerals","250","N59","Kama Bay","","48.9684",-87.9852,"The link between geology and <a href=""/def/topography"">Topography</a> (what is called 'geomorphology') is especially clear along the north shore of Lake Superior. Spectacular views of flat-topped mountains (called mesas after the Spanish for 'table') capped by flat lying sheets of <a href=""/def/igneous_rocks"">Igneous rocks</a> can be seen from several viewpoints.  Go to the east shore of Kama Bay to get the best view of these scenic formations.","y",NA,NA,83,0,-7.63,"n",13,"",5,NA,"sitePictures/n59a.png","sitePictures/n59b.png","sitePictures/n59c.png","sitePictures/n59d.png"
"280","Earth History","251","N60","Pijitawabik Palisades","","49.334",-88.1245,"The Nipigon Sills are <a href=""/def/igneous_intrusions"">Igneous Intrusions</a> that were injected into 1.45-billion-year-old <a href=""/def/sedimentary_rock"">Sedimentary rock</a> (Site <a href=""/N59"">N59</a>). This <a href=""/def/intrusion"">Intrusion</a> took place deep underground about 1 billion years ago. The presence of sheet-like bodies of hard <a href=""/def/igneous_rock"">Igneous rock</a> controls the regional landscape around Lake Nipigon cliffs can be seen en route at Reflection Lake, Gorge Creek, and Orient Bay. These cliffs mark the edges of flat-topped mesas which are all that remains of the once extensive<a href=""/def/_sills ""> Sills </a>heets.  ","y",NA,NA,325.17,0,-12.9,"n",14,"",1,NA,"sitePictures/n60a.png","sitePictures/n60b.png","sitePictures/n60c.png","sitePictures/n60d.png"
"281","Earth History","252","N61","Ouimet Canyon","","48.79",-88.66783333,"Ouimet Canyon is a stunning chasm created by glacial <a href=""/def/erosion"">Erosion</a> through a <a href=""/def/precambrian"">Precambrian</a> <a href=""/def/igneous_intrusion"">Igneous Intrusion</a>. This <a href=""/def/intrusion"">Intrusion</a> is called a<a href=""/def/_sill ""> Sill </a>and it is composed of an <a href=""/def/igneous_rock"">Igneous rock</a> called <a href=""/def/diabase"">Diabase</a>. The kilometre long Ouimet Canyon Trail has easy, scenic hiking.   Peer down into the canyon to see northern plants, which due to the cool and moist climatic conditions of the canyon floor, are 1000 kilometres south of their normal range.  ","n",NA,NA,NA,NA,NA,"n",15,"",1,NA,"sitePictures/n61a.png","sitePictures/n61b.png","sitePictures/n61c.png","sitePictures/n61d.png"
"282","Rocks and Minerals","253","N62","Panorama Amethyst Mine","","48.690252",-88.725114,"Amethyst is a purple-coloured variety of quartz and an eagerly sought after semi-precious stone. It was designated Ontario's official gem in 1975 and is the birthstone for those born in the month of February. The Thunder Bay district hosts several amethyst deposits, the largest of which is at the Panorama Mine, east of Thunder Bay.","n",NA,NA,NA,NA,NA,"n",14,"",5,NA,"sitePictures/n62a.png","sitePictures/n62b.png","sitePictures/n62c.png","sitePictures/n62d.png"
"283","Nature","254","N63","Sleeping Giant","Turned to Stone","48.33716667",-88.90416667,"The Sleeping Giant near Thunder Bay, is a 335-metre-high tableland (or ""mesa"") on the Sibley Peninsula. This famous<a href=""/def/_formation ""> Formation </a>resembles the figure of sleeping man. At 245 metres high, the cliff on the west side of the Giant is the tallest anywhere in Ontario. This imposing rock can be viewed from several localities but is best seen from Hillcrest Park in Thunder Bay (Site <a href=""/N64"">N64</a>).","y",48.374785,-89.212367,108.02,0,4.48,"n",12,"",4,NA,"sitePictures/n63a.png","sitePictures/n63b.png","sitePictures/n63c.png","sitePictures/n63d.png"
"284","Earth History","255","N64","Hillcrest Park","","48.43466667",-89.23416667,"Hillcrest Park is located 50 metres above Lake Superior, and offers a wonderful view over the coast. The park is situated on a beach terrace, cut out when water levels were much higher, rocks about 1.11 billion years ago. At that time, North America was being stretched almost to breaking point across a broad area of mid-continent called the Mid-continent Rift. This stretching resulted in the upwelling and <a href=""/def/intrusion"">Intrusion</a> of <a href=""/def/igneous_rocks"">Igneous rocks</a>. Good examples are the Logan Sills (named after the famous Canadian geologist) near Thunder Bay, and the Nipigon Sills on the southwest side of Lake Nipigon.","y",NA,NA,146.95,1,-2.32,"n",16,"",1,NA,"sitePictures/n64a.png","sitePictures/n64b.png","sitePictures/n64c.png","sitePictures/n64d.png"
"285","Nature","256","N65","Kakabeka Falls","The Niagara of The North","48.403338",-89.625846,"Kakabeka Falls is about 30 kilometres west of Thunder Bay, just downstream from the bridge over the Kaministiquia River on Highway 11/17. Kah-kah-pee-kah means ""sheer cliff."" At 40 metres high and over 60 metres wide, Kakabeka Falls is widely known as the Niagara of the North.","y",48.403729,-89.625161,328,0,0,"n",16,"",4,NA,"sitePictures/n65a.png","sitePictures/n65b.png","sitePictures/n65c.png","sitePictures/n65d.png"
"286","Earth History","257","N66","Mount Mckay Mesa","","48.34666667",-89.27833333,"The best view of Thunder Bay is from the top of Mount McKay which overlooks the Kiministiquia River and the lakeside city at an elevation of about 300 metres above Lake Superior. It is an other excellent example of a ""mesa"" which has a flat top of hard <a href=""/def/igneous_rock"">Igneous rock</a> protecting softer <a href=""/def/sedimentary_rocks"">Sedimentary rocks</a> below.","y",48.354745,-89.294946,153.24,0,-6.92,"n",13,"",1,NA,"sitePictures/n66a.png","sitePictures/n66b.png","sitePictures/n66c.png","sitePictures/n66d.png"
